stringId_A,stringId_B,preferredName_A,preferredName_B,ncbiTaxonId,score,nscore,fscore,pscore,ascore,escore,dscore,tscore
9606.ENSP00000001008,9606.ENSP00000451828,FKBP4,AKT1,9606,0.914,0,0,0,0.06,0.045,0,0.912
9606.ENSP00000001008,9606.ENSP00000363822,FKBP4,AR,9606,0.928,0,0,0,0.047,0.338,0.8,0.5
9606.ENSP00000001008,9606.ENSP00000303754,FKBP4,PPID,9606,0.937,0.041,0,0,0.175,0.095,0.4,0.877
9606.ENSP00000001008,9606.ENSP00000437125,FKBP4,HSPA8,9606,0.942,0,0,0,0.174,0.093,0.5,0.863
9606.ENSP00000001008,9606.ENSP00000254322,FKBP4,DNAJB1,9606,0.957,0,0,0,0.115,0.071,0.105,0.949
9606.ENSP00000001008,9606.ENSP00000354558,FKBP4,MTOR,9606,0.961,0,0,0,0.067,0.91,0,0.578
9606.ENSP00000001008,9606.ENSP00000444810,FKBP4,FKBP5,9606,0.972,0,0,0.063,0.049,0,0.9,0.73
9606.ENSP00000001008,9606.ENSP00000325120,FKBP4,PGR,9606,0.977,0,0,0,0.047,0.102,0.8,0.885
9606.ENSP00000001008,9606.ENSP00000262719,FKBP4,PHLPP1,9606,0.993,0,0,0,0,0.183,0,0.992
9606.ENSP00000001008,9606.ENSP00000231509,FKBP4,NR3C1,9606,0.996,0,0,0,0.049,0.643,0.8,0.954
9606.ENSP00000001008,9606.ENSP00000302961,FKBP4,HSPA4,9606,0.998,0,0,0,0.288,0.33,0,0.996
9606.ENSP00000001008,9606.ENSP00000360609,FKBP4,HSP90AB1,9606,0.999,0,0,0,0.333,0.656,0.5,0.998
9606.ENSP00000001008,9606.ENSP00000335153,FKBP4,HSP90AA1,9606,0.999,0,0,0,0.332,0.869,0.5,0.998
9606.ENSP00000003302,9606.ENSP00000272317,USP28,RPS27A,9606,0.932,0,0,0,0.062,0.926,0,0.1
9606.ENSP00000003302,9606.ENSP00000478887,USP28,MYC,9606,0.966,0,0,0,0,0.791,0.7,0.507
9606.ENSP00000003302,9606.ENSP00000474725,USP28,FBXW7,9606,0.966,0,0,0,0.067,0.31,0,0.952
9606.ENSP00000003302,9606.ENSP00000441543,USP28,UBC,9606,0.991,0,0,0,0.055,0.99,0,0.177
9606.ENSP00000003302,9606.ENSP00000371475,USP28,TP53BP1,9606,0.998,0,0,0,0.122,0.786,0,0.993
9606.ENSP00000011653,9606.ENSP00000363089,CD4,TLR4,9606,0.902,0,0,0,0.128,0.097,0,0.886
9606.ENSP00000011653,9606.ENSP00000263851,CD4,IL7,9606,0.909,0,0,0,0,0,0,0.909
9606.ENSP00000011653,9606.ENSP00000292301,CD4,CCR2,9606,0.909,0,0,0,0.184,0.091,0,0.888
9606.ENSP00000011653,9606.ENSP00000216225,CD4,RBX1,9606,0.914,0,0,0,0,0,0.9,0.179
9606.ENSP00000011653,9606.ENSP00000346839,CD4,FN1,9606,0.916,0,0,0,0,0.092,0,0.912
9606.ENSP00000011653,9606.ENSP00000361359,CD4,CD40,9606,0.924,0,0,0,0.059,0,0,0.923
9606.ENSP00000011653,9606.ENSP00000231454,CD4,IL5,9606,0.93,0,0,0,0,0,0,0.93
9606.ENSP00000011653,9606.ENSP00000304915,CD4,IL13,9606,0.931,0,0,0,0,0,0,0.931
9606.ENSP00000011653,9606.ENSP00000369293,CD4,IL2RA,9606,0.936,0,0,0,0.116,0.125,0,0.924
9606.ENSP00000011653,9606.ENSP00000482259,CD4,CCL4,9606,0.939,0,0,0,0.136,0.099,0,0.929
9606.ENSP00000011653,9606.ENSP00000496959,CD4,ITGAM,9606,0.943,0,0,0,0.218,0.067,0,0.929
9606.ENSP00000011653,9606.ENSP00000326804,CD4,CUL1,9606,0.944,0,0,0,0,0.069,0.9,0.451
9606.ENSP00000011653,9606.ENSP00000246657,CD4,CCR7,9606,0.947,0,0,0,0.193,0.091,0,0.934
9606.ENSP00000011653,9606.ENSP00000231487,CD4,SKP1,9606,0.95,0,0,0,0,0.091,0.9,0.496
9606.ENSP00000011653,9606.ENSP00000398632,CD4,CD44,9606,0.95,0,0,0,0.055,0,0,0.949
9606.ENSP00000011653,9606.ENSP00000364080,CD4,HLA-DQB1,9606,0.951,0,0,0,0.17,0.087,0.5,0.887
9606.ENSP00000011653,9606.ENSP00000264246,CD4,CD80,9606,0.958,0,0,0,0.147,0.126,0,0.949
9606.ENSP00000011653,9606.ENSP00000263341,CD4,IL1B,9606,0.958,0,0,0.238,0.108,0,0,0.944
9606.ENSP00000011653,9606.ENSP00000332049,CD4,CD86,9606,0.958,0,0,0,0.18,0,0,0.951
9606.ENSP00000011653,9606.ENSP00000306157,CD4,IL7R,9606,0.96,0,0,0,0.182,0,0.4,0.925
9606.ENSP00000011653,9606.ENSP00000385675,CD4,IL6,9606,0.966,0,0,0,0,0,0,0.966
9606.ENSP00000011653,9606.ENSP00000398698,CD4,TNF,9606,0.968,0,0,0,0.092,0,0,0.966
9606.ENSP00000011653,9606.ENSP00000264832,CD4,ICAM1,9606,0.969,0,0,0,0.062,0,0,0.968
9606.ENSP00000011653,9606.ENSP00000231449,CD4,IL4,9606,0.97,0,0,0,0,0,0,0.97
9606.ENSP00000011653,9606.ENSP00000497968,CD4,IL17A,9606,0.972,0,0,0,0,0,0,0.972
9606.ENSP00000011653,9606.ENSP00000226730,CD4,IL2,9606,0.975,0,0,0,0.052,0,0,0.975
9606.ENSP00000011653,9606.ENSP00000412237,CD4,IL10,9606,0.976,0,0,0,0.094,0,0,0.974
9606.ENSP00000011653,9606.ENSP00000365380,CD4,FOXP3,9606,0.979,0,0,0,0.072,0.047,0,0.979
9606.ENSP00000011653,9606.ENSP00000359663,CD4,CD40LG,9606,0.983,0,0,0,0.323,0.091,0,0.975
9606.ENSP00000011653,9606.ENSP00000229135,CD4,IFNG,9606,0.991,0,0,0,0.094,0,0,0.991
9606.ENSP00000011653,9606.ENSP00000292303,CD4,CCR5,9606,0.999,0,0,0,0.254,0.957,0,0.999
9606.ENSP00000011653,9606.ENSP00000386559,CD4,CD8A,9606,0.999,0,0,0,0.13,0.098,0.9,0.993
9606.ENSP00000011653,9606.ENSP00000386884,CD4,CXCR4,9606,0.999,0,0,0,0.083,0.535,0,0.999
9606.ENSP00000013807,9606.ENSP00000383042,ERCC1,KDM1A,9606,0.907,0,0,0,0.045,0,0.9,0.108
9606.ENSP00000013807,9606.ENSP00000310842,ERCC1,FANCI,9606,0.907,0,0,0,0,0,0.54,0.808
9606.ENSP00000013807,9606.ENSP00000493712,ERCC1,RAD51,9606,0.908,0,0,0,0,0,0.4,0.853
9606.ENSP00000013807,9606.ENSP00000418960,ERCC1,BRCA1,9606,0.93,0,0,0,0.055,0.439,0.54,0.747
9606.ENSP00000013807,9606.ENSP00000267430,ERCC1,FANCM,9606,0.933,0,0,0,0.109,0.569,0.5,0.692
9606.ENSP00000013807,9606.ENSP00000265081,ERCC1,MSH3,9606,0.95,0,0,0,0,0.181,0.72,0.799
9606.ENSP00000013807,9606.ENSP00000287647,ERCC1,FANCD2,9606,0.951,0,0,0,0,0,0.54,0.899
9606.ENSP00000013807,9606.ENSP00000472445,ERCC1,POLD1,9606,0.953,0,0,0,0.056,0.092,0.9,0.525
9606.ENSP00000013807,9606.ENSP00000313420,ERCC1,PRKDC,9606,0.958,0,0,0,0.049,0,0.9,0.594
9606.ENSP00000013807,9606.ENSP00000352257,ERCC1,XRCC6,9606,0.972,0,0,0,0.06,0.088,0.9,0.72
9606.ENSP00000013807,9606.ENSP00000351284,ERCC1,RAD52,9606,0.974,0,0,0,0,0.396,0.4,0.935
9606.ENSP00000013807,9606.ENSP00000234420,ERCC1,MSH6,9606,0.974,0,0,0,0.049,0.181,0.9,0.708
9606.ENSP00000013807,9606.ENSP00000278616,ERCC1,ATM,9606,0.975,0,0,0,0,0,0.9,0.769
9606.ENSP00000013807,9606.ENSP00000375978,ERCC1,XRCC5,9606,0.982,0,0,0,0.049,0,0.9,0.831
9606.ENSP00000013807,9606.ENSP00000233146,ERCC1,MSH2,9606,0.992,0,0,0,0,0.607,0.9,0.816
9606.ENSP00000013807,9606.ENSP00000285398,ERCC1,ERCC3,9606,0.994,0,0,0,0.074,0,0.54,0.988
9606.ENSP00000013807,9606.ENSP00000498881,ERCC1,ERCC5,9606,0.997,0,0,0,0.062,0.271,0.9,0.973
9606.ENSP00000013807,9606.ENSP00000307853,ERCC1,MUS81,9606,0.998,0,0,0,0.2,0.856,0.5,0.973
9606.ENSP00000013807,9606.ENSP00000310520,ERCC1,ERCC4,9606,0.999,0,0,0,0.109,0.999,0.9,0.999
9606.ENSP00000013807,9606.ENSP00000294008,ERCC1,SLX4,9606,0.999,0,0,0,0.086,0.899,0.5,0.997
9606.ENSP00000020945,9606.ENSP00000269305,SNAI2,TP53,9606,0.915,0,0,0,0,0.292,0.5,0.78
9606.ENSP00000020945,9606.ENSP00000362649,SNAI2,HDAC1,9606,0.924,0,0,0,0,0.625,0.5,0.628
9606.ENSP00000020945,9606.ENSP00000261769,SNAI2,CDH1,9606,0.929,0,0,0,0,0,0,0.929
9606.ENSP00000020945,9606.ENSP00000242261,SNAI2,TWIST1,9606,0.952,0,0,0,0.291,0,0,0.935
9606.ENSP00000020945,9606.ENSP00000383042,SNAI2,KDM1A,9606,0.974,0,0,0,0,0.292,0.5,0.932
9606.ENSP00000025008,9606.ENSP00000351908,RB1CC1,MAP3K5,9606,0.912,0,0,0,0.05,0.301,0,0.879
9606.ENSP00000025008,9606.ENSP00000374455,RB1CC1,SQSTM1,9606,0.914,0,0,0,0.049,0.41,0,0.859
9606.ENSP00000025008,9606.ENSP00000346437,RB1CC1,ATG7,9606,0.915,0,0,0,0,0.064,0,0.913
9606.ENSP00000025008,9606.ENSP00000375711,RB1CC1,AKT1S1,9606,0.962,0,0,0,0,0,0.9,0.644
9606.ENSP00000025008,9606.ENSP00000368022,RB1CC1,OPTN,9606,0.969,0,0,0,0.074,0.926,0,0.583
9606.ENSP00000025008,9606.ENSP00000307272,RB1CC1,RPTOR,9606,0.979,0,0,0,0,0.06,0.9,0.797
9606.ENSP00000025008,9606.ENSP00000354558,RB1CC1,MTOR,9606,0.982,0,0,0,0.066,0,0.9,0.827
9606.ENSP00000025008,9606.ENSP00000269305,RB1CC1,TP53,9606,0.984,0,0,0,0,0.51,0,0.969
9606.ENSP00000025008,9606.ENSP00000341189,RB1CC1,PTK2,9606,0.994,0,0,0,0.064,0.292,0,0.992
9606.ENSP00000025008,9606.ENSP00000355231,RB1CC1,BECN1,9606,0.999,0,0,0,0.065,0.994,0.9,0.918
9606.ENSP00000025008,9606.ENSP00000378914,RB1CC1,ULK2,9606,0.999,0,0,0,0.042,0.399,0.9,0.997
9606.ENSP00000025008,9606.ENSP00000324560,RB1CC1,ULK1,9606,0.999,0,0,0,0.07,0.995,0.9,0.998
9606.ENSP00000025008,9606.ENSP00000338990,RB1CC1,ATG101,9606,0.999,0,0,0,0,0.84,0.8,0.998
9606.ENSP00000025008,9606.ENSP00000432412,RB1CC1,ATG13,9606,0.999,0,0,0,0.049,0.859,0.8,0.998
9606.ENSP00000052754,9606.ENSP00000398698,DCN,TNF,9606,0.9,0,0,0,0,0.292,0,0.865
9606.ENSP00000052754,9606.ENSP00000311697,DCN,FGF5,9606,0.905,0,0,0,0.042,0,0,0.905
9606.ENSP00000052754,9606.ENSP00000352414,DCN,FGF17,9606,0.905,0,0,0,0,0,0,0.905
9606.ENSP00000052754,9606.ENSP00000267101,DCN,ERBB3,9606,0.913,0,0,0,0,0.094,0.9,0.126
9606.ENSP00000052754,9606.ENSP00000265171,DCN,EGF,9606,0.917,0,0,0,0,0.042,0,0.916
9606.ENSP00000052754,9606.ENSP00000342235,DCN,ERBB4,9606,0.922,0,0,0,0.047,0.094,0.9,0.208
9606.ENSP00000052754,9606.ENSP00000297268,DCN,COL1A2,9606,0.93,0,0,0,0.769,0.091,0,0.695
9606.ENSP00000052754,9606.ENSP00000263923,DCN,KDR,9606,0.931,0,0,0,0.077,0.071,0,0.926
9606.ENSP00000052754,9606.ENSP00000370542,DCN,SDC1,9606,0.935,0,0,0,0.047,0.086,0.5,0.87
9606.ENSP00000052754,9606.ENSP00000321797,DCN,FGF8,9606,0.936,0,0,0,0,0,0,0.936
9606.ENSP00000052754,9606.ENSP00000228837,DCN,FGF6,9606,0.936,0,0,0,0,0,0,0.936
9606.ENSP00000052754,9606.ENSP00000334122,DCN,FGF3,9606,0.936,0,0,0,0,0,0,0.936
9606.ENSP00000052754,9606.ENSP00000168712,DCN,FGF4,9606,0.936,0,0,0,0,0,0,0.936
9606.ENSP00000052754,9606.ENSP00000371790,DCN,FGF9,9606,0.937,0,0,0,0.055,0,0,0.936
9606.ENSP00000052754,9606.ENSP00000274625,DCN,FGF18,9606,0.937,0,0,0,0.045,0,0,0.937
9606.ENSP00000052754,9606.ENSP00000180166,DCN,FGF20,9606,0.938,0,0,0,0.055,0,0,0.937
9606.ENSP00000052754,9606.ENSP00000399324,DCN,FGF16,9606,0.938,0,0,0,0.055,0,0,0.937
9606.ENSP00000052754,9606.ENSP00000215530,DCN,FGF22,9606,0.94,0,0,0,0.055,0,0,0.939
9606.ENSP00000052754,9606.ENSP00000264664,DCN,FGF10,9606,0.943,0,0,0,0.095,0,0,0.94
9606.ENSP00000052754,9606.ENSP00000267843,DCN,FGF7,9606,0.954,0,0,0,0.25,0,0,0.941
9606.ENSP00000052754,9606.ENSP00000269571,DCN,ERBB2,9606,0.958,0,0,0,0.042,0.094,0.9,0.578
9606.ENSP00000052754,9606.ENSP00000317272,DCN,MET,9606,0.986,0,0,0,0.108,0.335,0.9,0.793
9606.ENSP00000052754,9606.ENSP00000363089,DCN,TLR4,9606,0.988,0,0,0,0.056,0,0.9,0.89
9606.ENSP00000052754,9606.ENSP00000327336,DCN,BGN,9606,0.989,0,0,0.064,0.311,0,0.4,0.976
9606.ENSP00000052754,9606.ENSP00000361626,DCN,YBX1,9606,0.989,0,0,0,0,0,0,0.989
9606.ENSP00000052754,9606.ENSP00000376637,DCN,IGF1,9606,0.989,0,0,0,0.255,0.139,0.9,0.849
9606.ENSP00000052754,9606.ENSP00000260010,DCN,TLR2,9606,0.99,0,0,0,0.042,0,0.9,0.913
9606.ENSP00000052754,9606.ENSP00000351807,DCN,ELN,9606,0.993,0,0,0,0.162,0.292,0,0.99
9606.ENSP00000052754,9606.ENSP00000346839,DCN,FN1,9606,0.996,0,0,0,0.181,0.292,0,0.995
9606.ENSP00000052754,9606.ENSP00000275493,DCN,EGFR,9606,0.999,0,0,0,0.083,0.537,0.9,0.986
9606.ENSP00000052754,9606.ENSP00000221930,DCN,TGFB1,9606,0.999,0,0,0,0,0.625,0.9,0.993
9606.ENSP00000055077,9606.ENSP00000234420,RFC2,MSH6,9606,0.901,0.049,0,0,0.201,0.054,0,0.879
9606.ENSP00000055077,9606.ENSP00000418960,RFC2,BRCA1,9606,0.94,0,0,0,0.266,0.164,0.5,0.83
9606.ENSP00000055077,9606.ENSP00000376272,RFC2,RFC4,9606,0.999,0,0,0.085,0.479,0.997,0.9,0.989
9606.ENSP00000055077,9606.ENSP00000368458,RFC2,PCNA,9606,0.999,0.057,0,0,0.473,0.997,0.5,0.351
9606.ENSP00000162749,9606.ENSP00000286186,TNFRSF1A,CASP10,9606,0.902,0,0,0,0.045,0.617,0,0.754
9606.ENSP00000162749,9606.ENSP00000357470,TNFRSF1A,IL6R,9606,0.916,0,0,0,0.067,0,0,0.914
9606.ENSP00000162749,9606.ENSP00000221132,TNFRSF1A,TNFRSF10A,9606,0.918,0,0,0,0.047,0,0,0.917
9606.ENSP00000162749,9606.ENSP00000361359,TNFRSF1A,CD40,9606,0.919,0,0,0,0.101,0,0,0.914
9606.ENSP00000162749,9606.ENSP00000229135,TNFRSF1A,IFNG,9606,0.919,0,0,0,0,0,0,0.919
9606.ENSP00000162749,9606.ENSP00000362057,TNFRSF1A,NOX1,9606,0.919,0,0,0,0.046,0.292,0,0.891
9606.ENSP00000162749,9606.ENSP00000386380,TNFRSF1A,IL1R1,9606,0.921,0,0,0,0.097,0,0,0.917
9606.ENSP00000162749,9606.ENSP00000216274,TNFRSF1A,RIPK3,9606,0.927,0,0,0,0.115,0.311,0,0.891
9606.ENSP00000162749,9606.ENSP00000362680,TNFRSF1A,SRC,9606,0.934,0,0,0,0.057,0.627,0,0.827
9606.ENSP00000162749,9606.ENSP00000263339,TNFRSF1A,IL1A,9606,0.934,0,0,0,0,0,0,0.934
9606.ENSP00000162749,9606.ENSP00000266000,TNFRSF1A,DAXX,9606,0.944,0,0,0,0.05,0.292,0.9,0.273
9606.ENSP00000162749,9606.ENSP00000363089,TNFRSF1A,TLR4,9606,0.949,0,0,0,0.256,0,0,0.934
9606.ENSP00000162749,9606.ENSP00000412237,TNFRSF1A,IL10,9606,0.968,0,0,0,0,0,0.75,0.879
9606.ENSP00000162749,9606.ENSP00000376500,TNFRSF1A,TRAF3,9606,0.977,0,0,0,0,0.311,0,0.969
9606.ENSP00000162749,9606.ENSP00000241261,TNFRSF1A,TNFSF10,9606,0.993,0,0,0,0.083,0,0,0.993
9606.ENSP00000162749,9606.ENSP00000362994,TNFRSF1A,TRAF1,9606,0.995,0,0,0,0,0.642,0.5,0.978
9606.ENSP00000162749,9606.ENSP00000317891,TNFRSF1A,TNIP1,9606,0.995,0,0,0,0.065,0.994,0,0.307
9606.ENSP00000162749,9606.ENSP00000433623,TNFRSF1A,TRAF6,9606,0.996,0,0,0,0,0.3,0.9,0.96
9606.ENSP00000162749,9606.ENSP00000385675,TNFRSF1A,IL6,9606,0.997,0,0,0,0.047,0,0,0.997
9606.ENSP00000162749,9606.ENSP00000263341,TNFRSF1A,IL1B,9606,0.997,0,0,0,0.056,0,0,0.997
9606.ENSP00000162749,9606.ENSP00000416799,TNFRSF1A,SPATA2,9606,0.997,0,0,0,0,0.994,0.5,0.359
9606.ENSP00000162749,9606.ENSP00000259075,TNFRSF1A,TANK,9606,0.997,0,0,0,0.047,0.994,0,0.597
9606.ENSP00000162749,9606.ENSP00000351273,TNFRSF1A,CASP8,9606,0.998,0,0,0,0.045,0.593,0,0.996
9606.ENSP00000162749,9606.ENSP00000356426,TNFRSF1A,TAB2,9606,0.998,0,0,0,0.042,0.994,0.5,0.58
9606.ENSP00000162749,9606.ENSP00000356694,TNFRSF1A,FASLG,9606,0.998,0,0,0,0,0.617,0,0.997
9606.ENSP00000162749,9606.ENSP00000381698,TNFRSF1A,SHARPIN,9606,0.998,0,0,0,0.049,0.994,0.5,0.545
9606.ENSP00000162749,9606.ENSP00000348632,TNFRSF1A,RBCK1,9606,0.998,0,0,0,0.061,0.994,0.5,0.667
9606.ENSP00000162749,9606.ENSP00000329967,TNFRSF1A,TBK1,9606,0.998,0,0,0,0.064,0.994,0.5,0.447
9606.ENSP00000162749,9606.ENSP00000481570,TNFRSF1A,TNFAIP3,9606,0.998,0,0,0,0.047,0.994,0.5,0.575
9606.ENSP00000162749,9606.ENSP00000464030,TNFRSF1A,IKBKE,9606,0.998,0,0,0,0.058,0.994,0.5,0.442
9606.ENSP00000162749,9606.ENSP00000315112,TNFRSF1A,RNF31,9606,0.998,0,0,0,0.056,0.994,0.5,0.591
9606.ENSP00000162749,9606.ENSP00000403495,TNFRSF1A,LTA,9606,0.999,0,0,0,0,0.982,0.9,0.996
9606.ENSP00000162749,9606.ENSP00000477613,TNFRSF1A,BIRC2,9606,0.999,0,0,0,0,0.994,0.9,0.995
9606.ENSP00000162749,9606.ENSP00000392025,TNFRSF1A,CYLD,9606,0.999,0,0,0,0,0.994,0.5,0.906
9606.ENSP00000162749,9606.ENSP00000341268,TNFRSF1A,TRADD,9606,0.999,0,0,0,0.062,0.994,0.9,0.999
9606.ENSP00000162749,9606.ENSP00000430684,TNFRSF1A,IKBKB,9606,0.999,0,0,0,0.11,0.994,0.9,0.848
9606.ENSP00000162749,9606.ENSP00000398698,TNFRSF1A,TNF,9606,0.999,0,0,0,0.044,0.999,0.9,0.999
9606.ENSP00000162749,9606.ENSP00000359424,TNFRSF1A,CHUK,9606,0.999,0,0,0,0.086,0.994,0.5,0.852
9606.ENSP00000162749,9606.ENSP00000259808,TNFRSF1A,RIPK1,9606,0.999,0,0,0,0.111,0.994,0.9,0.997
9606.ENSP00000162749,9606.ENSP00000247668,TNFRSF1A,TRAF2,9606,0.999,0,0,0,0,0.994,0.9,0.992
9606.ENSP00000162749,9606.ENSP00000263464,TNFRSF1A,BIRC3,9606,0.999,0,0,0,0,0.994,0.9,0.924
9606.ENSP00000162749,9606.ENSP00000365435,TNFRSF1A,TNFRSF1B,9606,0.999,0,0,0,0.126,0.292,0.9,0.987
9606.ENSP00000162749,9606.ENSP00000483825,TNFRSF1A,IKBKG,9606,0.999,0,0,0,0.044,0.994,0.5,0.904
9606.ENSP00000162749,9606.ENSP00000498466,TNFRSF1A,FAS,9606,0.999,0,0,0,0.056,0.448,0.9,0.994
9606.ENSP00000162749,9606.ENSP00000358335,TNFRSF1A,MAP3K7,9606,0.999,0,0,0,0.067,0.994,0.5,0.679
9606.ENSP00000162749,9606.ENSP00000301838,TNFRSF1A,FADD,9606,0.999,0,0,0,0.135,0.813,0.9,0.998
9606.ENSP00000168712,9606.ENSP00000275493,FGF4,EGFR,9606,0.922,0,0,0,0,0,0.65,0.788
9606.ENSP00000168712,9606.ENSP00000398632,FGF4,CD44,9606,0.923,0,0,0,0,0,0,0.923
9606.ENSP00000168712,9606.ENSP00000263923,FGF4,KDR,9606,0.932,0,0,0,0.067,0.168,0.65,0.781
9606.ENSP00000168712,9606.ENSP00000339824,FGF4,FGFR3,9606,0.969,0,0,0,0,0.385,0.65,0.868
9606.ENSP00000168712,9606.ENSP00000265171,FGF4,EGF,9606,0.989,0,0,0,0,0.053,0,0.988
9606.ENSP00000168712,9606.ENSP00000292408,FGF4,FGFR4,9606,0.997,0,0,0,0.08,0.168,0.65,0.992
9606.ENSP00000168712,9606.ENSP00000393312,FGF4,FGFR1,9606,0.999,0,0,0,0,0.652,0.9,0.998
9606.ENSP00000168712,9606.ENSP00000410294,FGF4,FGFR2,9606,0.999,0,0,0,0,0.483,0.9,0.995
9606.ENSP00000179259,9606.ENSP00000356047,TIGAR,PFKFB2,9606,0.969,0,0,0,0.044,0.104,0.923,0.588
9606.ENSP00000179259,9606.ENSP00000269305,TIGAR,TP53,9606,0.981,0,0,0,0,0.226,0.9,0.781
9606.ENSP00000180166,9606.ENSP00000275493,FGF20,EGFR,9606,0.927,0,0,0,0.062,0,0.65,0.796
9606.ENSP00000180166,9606.ENSP00000263923,FGF20,KDR,9606,0.928,0,0,0,0.06,0.168,0.65,0.769
9606.ENSP00000180166,9606.ENSP00000339824,FGF20,FGFR3,9606,0.971,0,0,0,0,0.399,0.65,0.876
9606.ENSP00000180166,9606.ENSP00000265171,FGF20,EGF,9606,0.988,0,0,0,0,0.053,0,0.988
9606.ENSP00000180166,9606.ENSP00000292408,FGF20,FGFR4,9606,0.993,0,0,0,0,0.399,0.65,0.972
9606.ENSP00000180166,9606.ENSP00000410294,FGF20,FGFR2,9606,0.997,0,0,0,0,0.418,0.9,0.966
9606.ENSP00000180166,9606.ENSP00000393312,FGF20,FGFR1,9606,0.999,0,0,0,0,0.418,0.9,0.995
9606.ENSP00000201031,9606.ENSP00000356233,TFAP2C,KDM5B,9606,0.914,0,0,0,0.066,0.292,0.5,0.771
9606.ENSP00000201031,9606.ENSP00000501092,TFAP2C,TFAP2A,9606,0.931,0,0,0.059,0.265,0.292,0.8,0.405
9606.ENSP00000201031,9606.ENSP00000405330,TFAP2C,ESR1,9606,0.938,0,0,0,0.049,0.562,0.75,0.474
9606.ENSP00000201031,9606.ENSP00000478887,TFAP2C,MYC,9606,0.96,0,0,0,0.073,0.459,0.5,0.861
9606.ENSP00000201031,9606.ENSP00000457230,TFAP2C,WWOX,9606,0.989,0,0,0,0,0.292,0.9,0.869
9606.ENSP00000202556,9606.ENSP00000269305,PPP1R13B,TP53,9606,0.986,0,0,0,0,0.594,0.5,0.937
9606.ENSP00000209728,9606.ENSP00000262643,CDC6,CCNE1,9606,0.902,0,0,0,0.51,0.292,0.4,0.587
9606.ENSP00000209728,9606.ENSP00000378529,CDC6,FZR1,9606,0.918,0,0,0,0.198,0.683,0.4,0.528
9606.ENSP00000209728,9606.ENSP00000361540,CDC6,CDC20,9606,0.921,0,0,0,0.542,0.402,0,0.735
9606.ENSP00000209728,9606.ENSP00000418915,CDC6,CDKN2A,9606,0.922,0,0,0,0.049,0.689,0,0.759
9606.ENSP00000209728,9606.ENSP00000384849,CDC6,CDKN1A,9606,0.927,0,0,0,0,0.784,0,0.676
9606.ENSP00000209728,9606.ENSP00000429089,CDC6,CCNE2,9606,0.931,0,0,0,0.572,0,0.4,0.755
9606.ENSP00000209728,9606.ENSP00000256442,CDC6,CCNB1,9606,0.931,0,0,0,0.527,0.574,0,0.686
9606.ENSP00000209728,9606.ENSP00000391090,CDC6,CHEK1,9606,0.941,0,0,0,0.524,0.186,0.5,0.734
9606.ENSP00000209728,9606.ENSP00000288207,CDC6,CCNB2,9606,0.961,0,0,0,0.465,0.423,0,0.885
9606.ENSP00000209728,9606.ENSP00000378699,CDC6,CDK1,9606,0.963,0,0,0,0.55,0.732,0,0.717
9606.ENSP00000209728,9606.ENSP00000355506,CDC6,EXO1,9606,0.966,0,0,0,0.929,0,0,0.538
9606.ENSP00000209728,9606.ENSP00000345571,CDC6,E2F1,9606,0.977,0,0,0,0.28,0.465,0.5,0.895
9606.ENSP00000209728,9606.ENSP00000393139,CDC6,CDC7,9606,0.977,0,0,0,0.253,0.069,0.5,0.943
9606.ENSP00000209728,9606.ENSP00000255465,CDC6,CCNA1,9606,0.993,0,0,0,0.401,0,0.9,0.907
9606.ENSP00000209728,9606.ENSP00000405726,CDC6,CDC45,9606,0.994,0,0,0,0.661,0,0.5,0.97
9606.ENSP00000209728,9606.ENSP00000266970,CDC6,CDK2,9606,0.999,0,0,0,0.288,0.971,0.9,0.866
9606.ENSP00000209728,9606.ENSP00000262105,CDC6,MCM4,9606,0.999,0,0,0,0.803,0.964,0.5,0.954
9606.ENSP00000209728,9606.ENSP00000360623,CDC6,ORC1,9606,0.999,0,0,0,0.892,0.997,0.9,0.69
9606.ENSP00000209728,9606.ENSP00000481380,CDC6,CCNA2,9606,0.999,0,0,0,0.672,0.96,0.9,0.941
9606.ENSP00000209728,9606.ENSP00000307288,CDC6,MCM7,9606,0.999,0,0,0,0.747,0.997,0.5,0.981
9606.ENSP00000209728,9606.ENSP00000480987,CDC6,MCM3,9606,0.999,0,0,0,0.696,0.991,0.5,0.993
9606.ENSP00000209728,9606.ENSP00000264156,CDC6,MCM6,9606,0.999,0,0,0,0.777,0.981,0.5,0.877
9606.ENSP00000209728,9606.ENSP00000301019,CDC6,CDT1,9606,0.999,0,0,0,0.88,0.993,0.8,0.998
9606.ENSP00000209728,9606.ENSP00000234296,CDC6,ORC2,9606,0.999,0,0,0,0.146,0.997,0.9,0.646
9606.ENSP00000211287,9606.ENSP00000351490,MAPK13,MAX,9606,0.902,0,0,0,0.067,0,0.9,0
9606.ENSP00000211287,9606.ENSP00000215832,MAPK13,MAPK1,9606,0.907,0,0,0.067,0.042,0,0.9,0.083
9606.ENSP00000211287,9606.ENSP00000343925,MAPK13,ESR2,9606,0.908,0,0,0,0,0,0.9,0.118
9606.ENSP00000211287,9606.ENSP00000325120,MAPK13,PGR,9606,0.908,0,0,0,0.055,0,0.9,0.112
9606.ENSP00000211287,9606.ENSP00000378974,MAPK13,MAPK8,9606,0.91,0,0,0.063,0.067,0,0.9,0.096
9606.ENSP00000211287,9606.ENSP00000325690,MAPK13,CARM1,9606,0.911,0,0,0,0.062,0.071,0.9,0.102
